Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A12498	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A12499	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12500	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A13001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A13002	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A13004	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A13006	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A13007	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A13009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A13010	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
A13012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A13013	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A13015	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A13016	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A13017	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A13018	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A13019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A13020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A14001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A14002	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A14006	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A14007	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A14009	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A14011	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A14012	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A14013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A14014	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A14016	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A14017	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A14019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A14020	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A15002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15004	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
A15005	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A15009	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A15010	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A15012	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A15013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A15014	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
A15015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
A15017	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A15018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A15019	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15020	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A17002	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0
A17003	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0
A17004	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A17005	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1
A17006	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A17007	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A17008	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A17009	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A17011	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A17012	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0
A17013	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A17015	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
A17016	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A17017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A17018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A17019	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A17020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A18003	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18005	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18006	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18007	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18008	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A18010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18011	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A18014	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0
A18015	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0
A18016	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0
A18017	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18018	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A18019	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
A18020	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
A18021	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A18022	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18023	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18026	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18030	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
A18032	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
A18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18035	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18036	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18037	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0
A18038	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
A18039	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18040	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A18042	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18043	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18045	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18046	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0
A18047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18048	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18050	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18053	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18056	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
A18057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18058	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0
A18059	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A18060	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18061	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A18062	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18063	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
A18064	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18065	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A18066	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
A18067	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A18068	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
A18069	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
A18070	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18072	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A18074	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A18075	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18076	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18077	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
A18078	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
A18079	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
A18080	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18081	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18082	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18083	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18084	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A18085	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
A18089	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
A18090	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
A18093	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A18094	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1
A18096	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A18098	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1
A18099	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A18100	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
A18101	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
A18105	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0
A18107	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0
A18108	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
A18109	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A18110	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A18114	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0
A18118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A18121	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A18123	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A18124	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18125	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A18129	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1
A18131	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
A18133	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A18134	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18135	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
A18136	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18138	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0
A18139	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1
A18141	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A18144	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
A18145	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
A18146	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A18147	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A18148	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18149	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A18150	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A18152	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A18153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
A18154	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A18155	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18160	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A18161	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A18162	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A18164	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
A18165	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A18166	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1
A18169	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
A18171	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18172	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0
A18175	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
A18178	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
A18179	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A18180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A18181	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18182	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A18183	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0
A18184	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A18185	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A18186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18188	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
A18189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A18192	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
A18195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18197	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1
A18200	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
A18201	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
A18203	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18207	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18209	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A18211	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
A18213	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18214	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0
A18215	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18216	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18218	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
A18221	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18223	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18226	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A18227	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A18228	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18229	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18231	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1
A18232	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
A18233	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
A18234	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
A18236	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A18237	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A18238	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A18239	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A18240	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18241	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1
A18242	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
A18243	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
A18245	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
A18246	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A18248	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1
A18249	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
A18253	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A18256	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
A18258	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A18259	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
A18260	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
A18261	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0
A18262	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18264	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18265	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
A18266	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
A18267	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A18268	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
A18270	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A18275	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
A18276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A18278	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A18279	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A18281	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A18283	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A18284	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18285	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
A18286	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A18287	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18290	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A18291	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1
A18292	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0
A18293	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
A18296	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A18297	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A18298	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18299	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0
A18301	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1
A18305	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
A18308	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0
A18311	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0
A18313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A18314	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A18316	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0
A18318	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
A18321	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A18322	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A18323	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
A18324	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
A18325	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A18326	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A18327	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0
A18328	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A18331	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18332	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A18334	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A18335	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
A18338	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
A18339	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A18340	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18341	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0
A18342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
A18344	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A18345	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
A18346	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
A18350	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A18351	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A18353	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A18355	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1
A18356	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
A18358	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
A18359	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
A18360	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A18361	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A18363	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
A18365	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A18367	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
A18368	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
A18369	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0
A18370	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
A18373	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A18374	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A18375	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18376	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18378	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18381	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A18383	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0
A18384	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A18385	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A18386	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0
A18387	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1
A18388	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0
A18389	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
A18391	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
A18392	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
